,location,district,rooms,size,level,max_levels,price,income_cat,price_cat
713,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",Мирзо-Улугбекский,3,66.0,3,5,56000,3,3
714,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,58.0,1,4,56000,3,3
715,"город Ташкент, Мирзо-Улугбекский район, Ойдин",Мирзо-Улугбекский,3,70.0,5,5,46500,2,2
716,"город Ташкент, Юнусабадский район, Юнусабад 9-й квартал",Юнусабадский,2,58.0,1,5,58000,3,3
718,"город Ташкент, Юнусабадский район, Юнусабад 4-й квартал",Юнусабадский,2,60.0,7,8,59500,3,3
719,"город Ташкент, Юнусабадский район, Олой Бозори",Юнусабадский,2,74.0,3,4,63000,3,3
720,"город Ташкент, Юнусабадский район, Кашгар",Юнусабадский,3,78.0,4,4,56000,3,3
721,"город Ташкент, Шайхантахурский район, Актепа",Шайхантахурский,1,28.0,2,2,21000,1,1
722,"город Ташкент, Юнусабадский район, Ц4",Юнусабадский,1,44.0,2,5,59999,3,3
723,"город Ташкент, Яшнободский район, Рисовый базар",Яшнободский,3,93.0,4,7,46500,2,2
724,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,3,70.0,4,5,55000,3,3
725,"город Ташкент, Мирабадский район, Госпитальный",Мирабадский,4,112.0,11,12,85500,4,4
726,"город Ташкент, Учтепинский район, Чиланзар 14-й квартал",Учтепинский,3,70.0,4,4,31800,2,2
727,"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,3,70.0,5,5,34600,2,2
728,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,4,100.0,8,9,160000,4,4
729,"город Ташкент, Сергелийский район, Сергели 8",Сергелийский,4,100.0,1,9,76000,3,3
730,"город Ташкент, Олмазорский район, Каракамыш-2/3",Олмазорский,2,56.0,4,4,32500,2,2
731,"город Ташкент, Учтепинский район, Алгоритм",Учтепинский,2,60.0,4,4,29900,1,1
732,"город Ташкент, Юнусабадский район, Юнусабад 2-й квартал",Юнусабадский,3,70.0,3,9,64000,3,3
733,"город Ташкент, Мирабадский район, Сайхун",Мирабадский,3,112.0,4,5,80000,3,3
734,"город Ташкент, Мирзо-Улугбекский район, ц-2 Олой (Ц-2) ",Мирзо-Улугбекский,5,100.0,5,9,80000,3,3
735,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,5,235.0,6,8,395000,4,4
736,"город Ташкент, Яшнободский район, гузал махалля",Яшнободский,2,58.0,2,4,37000,2,2
737,"город Ташкент, Чиланзарский район, Чиланзар 10-й квартал",Чиланзарский,2,52.0,4,4,32000,2,2
738,"город Ташкент, Яшнободский район, ПАРКЕНТСКИЙ",Яшнободский,2,62.0,9,9,34000,2,2
739,"город Ташкент, Мирзо-Улугбекский район, Мирзо-Улугбекский район массив Феруза-2",Мирзо-Улугбекский,1,16.0,1,4,18000,1,1
740,"город Ташкент, Яшнободский район, Корасу 5",Яшнободский,3,67.0,4,4,39000,2,2
742,"город Ташкент, Олмазорский район, 1-й проезд Алока",Олмазорский,4,92.0,3,5,63000,3,3
743,"город Ташкент, Яшнободский район, Карасу 5",Яшнободский,3,67.0,4,4,39000,2,2
744,"город Ташкент, Яшнободский район, 1-й проезд Авиасозлар",Яшнободский,3,67.0,4,4,39000,2,2
745,"город Ташкент, Мирзо-Улугбекский район, хирот 2 тор",Мирзо-Улугбекский,1,16.0,1,4,18000,1,1
746,"город Ташкент, Яккасарайский район, Ресторан Джуманджи",Яккасарайский,1,45.0,3,4,40000,2,2
747,"город Ташкент, Яшнободский район, Кадышева",Яшнободский,2,30.0,7,9,20900,1,1
748,"город Ташкент, Мирабадский район, Нукус",Мирабадский,4,180.0,6,8,235000,4,4
749,"город Ташкент, Яккасарайский район, Нукус",Яккасарайский,2,60.0,4,9,50000,2,2
750,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,6,142.0,1,9,135000,4,4
751,"город Ташкент, Мирабадский район, Нукус",Мирабадский,3,85.0,3,9,86000,4,4
752,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули (Луначарское) ",Мирзо-Улугбекский,2,65.0,1,4,67000,3,3
753,"город Ташкент, Учтепинский район, Чиланзар 23-й квартал",Учтепинский,4,80.0,1,5,55000,3,3
754,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",Мирзо-Улугбекский,2,50.0,2,5,35000,2,2
755,"город Ташкент, Олмазорский район, Себзар",Олмазорский,2,55.0,2,5,41000,2,2
756,"город Ташкент, Шайхантахурский район, Джангох",Шайхантахурский,3,70.0,2,9,52000,3,3
757,"город Ташкент, Юнусабадский район, Чинабад",Юнусабадский,4,104.0,6,9,74000,3,3
758,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак йули",Мирзо-Улугбекский,3,70.0,7,9,55000,3,3
759,"город Ташкент, Яккасарайский район, Башлык",Яккасарайский,1,44.0,2,9,27000,1,1
760,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Сайрам",Мирзо-Улугбекский,1,30.0,1,2,19500,1,1
761,"город Ташкент, Олмазорский район, Бируни-1",Олмазорский,4,150.0,5,6,95000,4,4
762,"город Ташкент, Мирзо-Улугбекский район, Турон",Мирзо-Улугбекский,2,60.0,4,4,31992,2,2
763,"город Ташкент, Мирзо-Улугбекский район, Аккурган",Мирзо-Улугбекский,3,70.0,5,5,45500,2,2
764,"город Ташкент, Мирзо-Улугбекский район, Городок Тракторостроителей 2-й квартал",Мирзо-Улугбекский,2,50.0,3,4,32000,2,2
765,"город Ташкент, Мирзо-Улугбекский район, Буз-1 (Буз базар) ",Мирзо-Улугбекский,3,64.0,5,5,35000,2,2
766,"город Ташкент, Мирзо-Улугбекский район, Феруза-3",Мирзо-Улугбекский,3,70.0,4,4,41000,2,2
767,"город Ташкент, Мирзо-Улугбекский район, Буюк Ипак Йули",Мирзо-Улугбекский,3,85.0,4,4,83000,4,4
768,"город Ташкент, Мирзо-Улугбекский район, Карасу 3-й квартал",Мирзо-Улугбекский,3,75.0,2,9,45500,2,2
769,"город Ташкент, Мирзо-Улугбекский район, Улица паркентская д. 1",Мирзо-Улугбекский,3,70.0,6,9,56000,3,3
770,"город Ташкент, Олмазорский район, Каракамыш-2/4",Олмазорский,4,83.0,5,5,38000,2,2
771,"город Ташкент, Чиланзарский район, Чиланзар  3 квартал",Чиланзарский,1,30.0,2,4,25500,1,1
